PassengerId,Pclass,Sex,Age,Fare,Cabin,C,Q,S,Has_cabin,People_In_Cabin,Is_alone,Family_size,1,2,3,4,5
995,3,True,-0.2823913669995862,-0.49818272213319975,0,0,0,1,False,1,True,0,0,0,0,0,1
996,3,False,-1.0685358319068594,-0.4849161838448581,0,1,0,0,False,1,False,2,0,0,1,0,0
997,3,True,-0.12516247401813158,-0.23435443609701367,0,0,0,1,False,1,True,0,1,0,0,0,0
998,3,True,-0.6754635994532228,-0.4973635129467281,0,0,1,0,False,1,True,0,1,0,0,0,0
999,3,True,-0.2037769205088589,-0.49862988871970176,0,0,1,0,False,1,True,0,1,0,0,0,0
1000,3,True,-0.2037769205088589,-0.4814139751393744,0,0,0,1,False,1,True,0,1,0,0,0,0
1001,2,True,-0.8719997156800411,-0.4047249055542796,6,0,0,1,True,1,True,0,1,0,0,0,0
1002,2,True,0.8968253303613235,-0.3681323694476471,0,1,0,0,False,1,True,0,1,0,0,0,0
1003,3,False,-0.2037769205088589,-0.4981075981466674,0,0,1,0,False,1,True,0,0,1,0,0,0
1004,1,False,0.503753097907687,-0.0706163414507455,1,1,0,0,True,1,True,0,0,1,0,0,0
1005,3,False,-0.8719997156800411,-0.5069775945565212,0,0,1,0,False,1,True,0,0,1,0,0,0
1006,1,False,2.626343153157325,3.329638382310541,3,0,0,1,True,2,False,1,0,0,1,0,0
1007,3,True,-0.9113069389254047,-0.37871411955063067,0,1,0,0,False,1,False,1,1,0,0,0,0
1008,3,True,-0.2037769205088589,-0.5221061345110573,0,1,0,0,False,1,True,0,1,0,0,0,0
1009,3,False,-2.247752529267769,-0.3385442507519821,7,0,0,1,True,1,False,2,0,1,0,0,0
1010,1,True,0.503753097907687,0.7085714355290074,3,1,0,0,True,2,True,0,1,0,0,0,0
1011,2,False,-0.04654802752740426,-0.17219828057323422,0,0,0,1,False,1,False,1,0,0,1,0,0
1012,2,False,-1.3829936178697686,-0.35553658103905844,0,0,0,1,False,1,True,0,0,1,0,0,0
1013,3,True,-0.2037769205088589,-0.49862988871970176,0,0,1,0,False,1,False,1,1,0,0,0,0
1014,1,False,0.42513865141695967,0.3957032842843189,3,1,0,0,True,1,False,1,0,0,1,0,0
1015,3,True,-0.12516247401813158,-0.507573220449742,0,0,0,1,False,1,True,0,1,0,0,0,0
1016,3,True,-0.2037769205088589,-0.49862988871970176,0,0,1,0,False,1,True,0,1,0,0,0,0
1017,3,False,-0.9899213854161321,-0.34927624882803027,0,0,0,1,False,1,False,1,0,1,0,0,0
1018,3,True,-0.5968491529624955,-0.49781067953323005,0,0,0,1,False,1,True,0,1,0,0,0,0
1019,3,False,-0.2037769205088589,-0.22138660508845534,0,0,1,0,False,1,False,2,0,1,0,0,0
1020,2,True,0.9754397768520509,-0.4047249055542796,0,0,0,1,False,1,True,0,1,0,0,0,0
1021,3,True,-0.4396202599810408,-0.4932638896816776,0,0,0,1,False,1,True,0,1,0,0,0,0
1022,3,True,0.1892953119447777,-0.4932638896816776,0,0,0,1,False,1,True,0,1,0,0,0,0
1023,1,True,1.8401986882500514,-0.12748162192303317,3,1,0,0,True,1,True,0,0,0,0,0,1
1024,3,False,-0.2037769205088589,-0.1817372381964951,0,0,0,1,False,1,False,4,0,0,1,0,0
1025,3,True,-0.2037769205088589,-0.5221061345110573,0,1,0,0,False,1,False,1,1,0,0,0,0
1026,3,True,1.054054223342778,-0.496022013187222,0,0,0,1,False,1,True,0,1,0,0,0,0
1027,3,True,-0.4396202599810408,-0.4967660983871614,0,0,0,1,False,1,True,0,1,0,0,0,0
1028,3,True,-0.24308414375422255,-0.508020387036244,0,1,0,0,False,1,True,0,1,0,0,0,0
1029,2,True,-0.2823913669995862,-0.4047249055542796,0,0,0,1,False,1,True,0,1,0,0,0,0
1030,3,False,-0.5182347064717682,-0.4932638896816776,0,0,0,1,False,1,True,0,0,1,0,0,0
1031,3,True,0.8182108838705963,0.2016329857424464,0,0,0,1,False,1,False,7,1,0,0,0,0
1032,3,False,-1.5402225108512233,0.2016329857424464,0,0,0,1,False,1,False,7,0,1,0,0,0
1033,1,False,0.267909758435505,2.0734723168398617,0,0,0,1,False,1,True,0,0,1,0,0,0
1034,1,True,2.46911426017587,4.055761794803273,2,1,0,0,True,3,False,4,1,0,0,0,0
1035,2,True,-0.12516247401813158,-0.17219828057323422,0,0,0,1,False,1,True,0,1,0,0,0,0
1036,1,True,0.9754397768520509,-0.16236061567018997,0,0,0,1,False,1,True,0,1,0,0,0,0
1037,3,True,0.11068086545405037,-0.31529158825387754,0,0,0,1,False,1,False,3,0,0,0,0,1
1038,1,True,-0.2037769205088589,0.2903955531630954,5,0,0,1,True,1,True,0,1,0,0,0,0
1039,3,True,-0.5968491529624955,-0.4932638896816776,0,0,0,1,False,1,True,0,1,0,0,0,0
1040,1,True,-0.2037769205088589,-0.16236061567018997,0,0,0,1,False,1,True,0,1,0,0,0,0
1041,2,True,0.03206641896332306,-0.17219828057323422,0,0,0,1,False,1,False,2,0,0,0,0,1
1042,1,False,-0.5182347064717682,0.85017299547708,3,1,0,0,True,1,False,1,0,0,1,0,0
1043,3,True,-0.2037769205088589,-0.496022013187222,0,1,0,0,False,1,True,0,1,0,0,0,0
1044,3,True,2.429807036930506,0.0,0,0,0,1,False,1,True,0,1,0,0,0,0
1045,3,False,0.503753097907687,-0.41933294360212725,0,0,0,1,False,1,False,2,0,0,1,0,0
1046,3,True,-1.3043791713790414,-0.07583388118205099,0,0,0,1,False,1,False,6,0,0,0,1,0
1047,3,True,-0.4396202599810408,-0.5022072214117178,0,0,0,1,False,1,True,0,1,0,0,0,0
1048,1,False,-0.04654802752740426,3.329638382310541,3,0,0,1,True,1,True,0,0,1,0,0,0
1049,3,False,-0.5182347064717682,-0.4967660983871614,0,0,0,1,False,1,True,0,0,1,0,0,0
1050,1,True,0.9754397768520509,-0.16236061567018997,4,0,0,1,True,1,True,0,1,0,0,0,0
1051,3,False,-0.2823913669995862,-0.39086274137271726,0,0,0,1,False,1,False,2,0,0,1,0,0
1052,3,False,-0.2037769205088589,-0.4989285959994851,0,0,1,0,False,1,True,0,0,1,0,0,0
1053,3,True,-1.7760658503234052,-0.364555036755631,0,1,0,0,False,1,False,2,0,0,0,1,0
1054,2,False,-0.2823913669995862,-0.3957815738242394,0,0,0,1,False,1,True,0,0,1,0,0,0
1055,3,True,-0.2037769205088589,-0.5120448863147621,0,0,0,1,False,1,True,0,1,0,0,0,0
1056,2,True,0.8968253303613235,-0.4047249055542796,0,0,0,1,False,1,True,0,0,0,0,0,1
1057,3,False,-0.2823913669995862,-0.24329776782705387,0,0,0,1,False,1,False,2,0,0,1,0,0
1058,1,True,1.4471264557964147,0.26594985021220363,2,1,0,0,True,1,True,0,1,0,0,0,0
1059,3,True,-0.9113069389254047,-0.022397474095060748,0,0,0,1,False,1,False,4,1,0,0,0,0
1060,1,False,-0.2037769205088589,-0.14141891009112784,0,1,0,0,False,1,True,0,0,0,1,0,0
1061,3,False,-0.5968491529624955,-0.47694230927435427,0,0,0,1,False,1,True,0,0,1,0,0,0
1062,3,True,-0.2037769205088589,-0.5022072214117178,0,0,0,1,False,1,True,0,1,0,0,0,0
1063,3,True,-0.2037769205088589,-0.508020387036244,0,1,0,0,False,1,True,0,1,0,0,0,0
1064,3,True,-0.5182347064717682,-0.38862690844020725,0,0,0,1,False,1,False,1,1,0,0,0,0
1065,3,True,-0.2037769205088589,-0.5079452630497117,0,1,0,0,False,1,True,0,1,0,0,0,0
1066,3,True,0.8182108838705963,-0.07583388118205099,0,0,0,1,False,1,False,6,1,0,0,0,0
1067,2,False,-1.1471502783975867,0.06032834440781116,0,0,0,1,False,1,False,2,0,1,0,0,0
1068,2,False,-0.7540780459439501,0.02008335162263023,0,0,0,1,False,1,True,0,0,1,0,0,0
1069,1,True,1.9188131347407786,0.35441549901941527,3,1,0,0,True,2,False,1,1,0,0,0,0
1070,2,False,0.503753097907687,0.06032834440781116,6,0,0,1,True,2,False,3,0,0,1,0,0
1071,1,False,2.704957599648052,0.85017299547708,5,1,0,0,True,1,False,2,0,0,1,0,0
1072,2,True,0.03206641896332306,-0.4047249055542796,0,0,0,1,False,1,True,0,1,0,0,0,0
1073,1,True,0.5823675443984143,0.85017299547708,5,1,0,0,True,1,False,2,1,0,0,0,0
1074,1,False,-0.9113069389254047,0.312530299194945,4,0,0,1,True,1,False,1,0,0,1,0,0
1075,3,True,-0.2037769205088589,-0.49862988871970176,0,0,1,0,False,1,True,0,1,0,0,0,0
1076,1,False,-0.2037769205088589,3.790069718434547,2,1,0,0,True,1,False,2,0,0,1,0,0
1077,2,True,0.8182108838705963,-0.3510649151740383,0,0,0,1,False,1,True,0,1,0,0,0,0
1078,2,False,-0.6754635994532228,-0.26163159787363627,0,0,0,1,False,1,False,1,0,1,0,0,0
1079,3,True,-0.9899213854161321,-0.4932638896816776,0,0,0,1,False,1,False,2,1,0,0,0,0
1080,3,False,-0.2037769205088589,0.6067659131132678,0,0,0,1,False,1,False,10,0,1,0,0,0
1081,2,True,0.8182108838705963,-0.4047249055542796,0,0,0,1,False,1,True,0,1,0,0,0,0
1082,2,True,0.3465242049262323,-0.17219828057323422,0,0,0,1,False,1,False,1,1,0,0,0,0
1083,1,True,-0.2037769205088589,-0.17219828057323422,0,0,0,1,False,1,True,0,1,0,0,0,0
1084,3,True,-1.4223008411151323,-0.37789491036415895,0,0,0,1,False,1,False,2,0,0,0,0,1
1085,2,True,2.46911426017587,-0.4163512368033318,0,0,1,0,False,1,True,0,1,0,0,0,0
1086,2,True,-1.697451403832678,-0.05593496808271153,0,0,0,1,False,1,False,2,0,0,0,1,0
1087,3,True,0.267909758435505,-0.4967660983871614,0,0,0,1,False,1,True,0,1,0,0,0,0
1088,1,True,-1.8546802968141325,1.7685047048454905,5,1,0,0,True,2,False,2,0,0,0,1,0
1089,3,False,-0.9113069389254047,-0.49818272213319975,0,0,0,1,False,1,True,0,0,1,0,0,0
1090,2,True,-0.5182347064717682,-0.4494415642044806,0,0,0,1,False,1,True,0,1,0,0,0,0
1091,3,False,-0.2037769205088589,-0.4921459732154226,0,0,0,1,False,1,True,0,0,0,1,0,0
1092,3,False,-0.2037769205088589,-0.36000824690407857,0,0,1,0,False,1,True,0,0,1,0,0,0
1093,3,True,-2.3263669757584964,-0.379683576710167,0,0,0,1,False,1,False,2,0,0,0,1,0
1094,1,True,1.3685120093056875,3.432411573219471,3,1,0,0,True,1,False,1,0,0,0,0,1
1095,2,False,-1.697451403832678,-0.17219828057323422,0,0,0,1,False,1,False,2,0,1,0,0,0
1096,2,True,-0.3610058134903135,-0.4494415642044806,0,0,0,1,False,1,True,0,1,0,0,0,0
1097,1,True,-0.2037769205088589,-0.17681840574497296,0,1,0,0,False,1,True,0,1,0,0,0,0
1098,3,False,0.42513865141695967,-0.49862988871970176,0,0,1,0,False,1,True,0,0,1,0,0,0
1099,2,True,-0.4396202599810408,-0.4494415642044806,0,0,0,1,False,1,True,0,1,0,0,0,0
1100,1,False,0.267909758435505,-0.14141891009112784,1,1,0,0,True,1,True,0,0,1,0,0,0
1101,3,True,-0.3610058134903135,-0.496022013187222,0,0,0,1,False,1,True,0,1,0,0,0,0
1102,3,True,0.1892953119447777,-0.23435443609701367,0,0,0,1,False,1,True,0,1,0,0,0,0
1103,3,True,-0.2037769205088589,-0.5111505531417581,0,0,0,1,False,1,True,0,1,0,0,0,0
1104,2,True,-0.9899213854161321,0.6774182337805854,0,0,0,1,False,1,True,0,1,0,0,0,0
1105,2,False,2.3904998136851425,-0.17219828057323422,0,0,0,1,False,1,False,1,0,0,1,0,0
1106,3,False,0.6609819908891416,-0.49818272213319975,0,0,0,1,False,1,False,6,0,1,0,0,0
1107,1,True,0.9754397768520509,0.1229316665180926,2,0,0,1,True,1,True,0,1,0,0,0,0
1108,3,False,-0.2037769205088589,-0.49631893180065934,0,0,1,0,False,1,True,0,0,1,0,0,0
1109,1,True,2.1546564742129606,2.3116636481387145,0,0,0,1,False,1,False,2,1,0,0,0,0
1110,1,False,1.6043553487778694,3.1457777912716822,3,1,0,0,True,2,False,2,0,0,1,0,0
1111,3,True,-0.2037769205088589,-0.4932638896816776,0,0,0,1,False,1,True,0,1,0,0,0,0
1112,2,False,0.03206641896332306,-0.3893727823064926,0,1,0,0,False,1,False,1,0,0,0,0,1
1113,3,True,-0.6754635994532228,-0.4932638896816776,0,0,0,1,False,1,True,0,1,0,0,0,0
1114,2,False,-0.5968491529624955,-0.4494415642044806,6,0,0,1,True,1,True,0,0,0,1,0,0
1115,3,True,-0.6754635994532228,-0.49781067953323005,0,0,0,1,False,1,True,0,1,0,0,0,0
1116,1,False,1.8401986882500514,-0.14633774254264997,0,1,0,0,False,1,True,0,0,0,1,0,0
1117,3,False,-0.2037769205088589,-0.364555036755631,0,1,0,0,False,1,False,2,0,0,1,0,0
1118,3,True,-0.5182347064717682,-0.49781067953323005,0,0,0,1,False,1,True,0,1,0,0,0,0
1119,3,False,-0.2037769205088589,-0.49862988871970176,0,0,1,0,False,1,True,0,0,1,0,0,0
1120,3,True,0.8575181071159599,-0.3671629122881107,0,0,0,1,False,1,True,0,1,0,0,0,0
1121,2,True,0.503753097907687,-0.4047249055542796,0,0,0,1,False,1,True,0,1,0,0,0,0
1122,2,True,-1.2257647248883141,0.525381594369902,0,0,0,1,False,1,True,0,1,0,0,0,0
1123,1,False,-0.6754635994532228,-0.16236061567018997,0,0,0,1,False,1,True,0,0,1,0,0,0
1124,3,True,-0.6754635994532228,-0.5210633420313346,0,0,0,1,False,1,False,1,1,0,0,0,0
1125,3,True,-0.2037769205088589,-0.49631893180065934,0,0,1,0,False,1,True,0,1,0,0,0,0
1126,1,True,0.7395964373798689,0.6377688668886251,3,1,0,0,True,1,False,1,1,0,0,0,0
1127,3,True,-0.7540780459439501,-0.4967660983871614,0,0,0,1,False,1,True,0,1,0,0,0,0
1128,1,True,2.704957599648052,0.7087198948357262,4,1,0,0,True,1,False,1,1,0,0,0,0
1129,3,True,-0.7540780459439501,-0.508020387036244,0,1,0,0,False,1,True,0,1,0,0,0,0
1130,2,False,-0.9113069389254047,-0.4047249055542796,0,0,0,1,False,1,False,2,0,1,0,0,0
1131,1,False,1.4471264557964147,1.2663366282037332,3,1,0,0,True,1,False,1,0,0,1,0,0
1132,1,False,1.9974275812315059,-0.14141891009112784,0,1,0,0,False,1,True,0,0,0,1,0,0
1133,2,False,1.2112831163242328,-0.10065162673291256,0,0,0,1,False,1,False,2,0,0,1,0,0
1134,1,True,1.2112831163242328,1.7685047048454905,5,1,0,0,True,2,False,2,1,0,0,0,0
1135,3,True,-0.2037769205088589,-0.4961704724939407,0,0,0,1,False,1,True,0,1,0,0,0,0
1136,3,True,-0.2037769205088589,-0.21780927239643927,0,0,0,1,False,1,False,3,0,0,0,1,0
1137,1,True,0.8968253303613235,0.2903955531630954,4,0,0,1,True,1,False,1,1,0,0,0,0
1138,2,False,-0.5968491529624955,-0.26163159787363627,0,0,0,1,False,1,True,0,0,0,1,0,0
1139,2,True,0.9754397768520509,-0.05593496808271153,0,0,0,1,False,1,False,2,1,0,0,0,0
1140,2,False,-0.04654802752740426,-0.17219828057323422,0,0,0,1,False,1,False,1,0,0,1,0,0
1141,3,False,-0.2037769205088589,-0.37871411955063067,0,1,0,0,False,1,False,1,0,0,1,0,0
1142,2,False,-2.3263669757584964,-0.14089661951809349,0,0,0,1,False,1,False,3,0,1,0,0,0
1143,3,True,-0.7540780459439501,-0.4954997226141877,0,0,0,1,False,1,True,0,1,0,0,0,0
1144,1,True,-0.2037769205088589,1.8092719882037058,3,1,0,0,True,2,False,1,1,0,0,0,0
1145,3,True,-0.4396202599810408,-0.4704583937700751,0,0,0,1,False,1,True,0,1,0,0,0,0
1146,3,True,0.22860253519014134,-0.467328227664561,0,0,0,1,False,1,True,0,1,0,0,0,0
1147,3,True,-0.2037769205088589,-0.5022072214117178,0,0,0,1,False,1,True,0,1,0,0,0,0
1148,3,True,-0.2037769205088589,-0.49862988871970176,0,0,1,0,False,1,True,0,1,0,0,0,0
1149,3,True,-0.12516247401813158,-0.4932638896816776,0,0,0,1,False,1,True,0,1,0,0,0,0
1150,2,False,-0.8326924924346775,-0.4047249055542796,0,0,0,1,False,1,True,0,0,1,0,0,0
1151,3,True,-0.6754635994532228,-0.49818272213319975,0,0,0,1,False,1,True,0,1,0,0,0,0
1152,3,True,0.5430603211530506,-0.3260235863299258,0,0,0,1,False,1,False,1,0,0,0,0,1
1153,3,True,-0.6754635994532228,-0.4967660983871614,0,0,0,1,False,1,True,0,1,0,0,0,0
1154,2,False,-0.04654802752740426,-0.22585827095347544,0,0,0,1,False,1,False,2,0,0,1,0,0
1155,3,False,-2.247752529267769,-0.41933294360212725,0,0,0,1,False,1,False,2,0,1,0,0,0
1156,2,True,0.03206641896332306,-0.40942015471255067,0,1,0,0,False,1,True,0,1,0,0,0,0
1157,3,True,-0.2037769205088589,-0.496022013187222,0,0,0,1,False,1,True,0,1,0,0,0,0
1158,1,True,-0.2037769205088589,-0.6372515305353249,0,0,0,1,False,1,True,0,1,0,0,0,0
