PassengerId,Pclass,Sex,Age,Fare,Cabin,C,Q,S,Has_cabin,People_In_Cabin,Is_alone,Family_size,1,2,3,4,5
239,2,True,-0.7946047643152718,-0.4367621349798729,0,0,0,1,False,1,True,0,1,0,0,0,0
261,3,True,-0.10402975564027823,-0.4921014439716458,0,0,1,0,False,1,True,0,1,0,0,0,0
513,1,True,0.5098146965152716,-0.11906419290437634,5,0,0,1,True,2,True,0,1,0,0,0,0
271,1,True,-0.10402975564027823,-0.024232740677565458,0,0,0,1,False,1,True,0,1,0,0,0,0
54,2,False,-0.027299199120834505,-0.12484966611715263,0,0,0,1,False,1,False,1,0,0,1,0,0
690,1,False,-1.1015269903930467,3.6047682176147453,2,0,0,1,True,2,False,1,0,1,0,0,0
635,3,False,-1.5619103295097092,-0.08661523445010953,0,0,0,1,False,1,False,5,0,1,0,0,0
696,2,True,1.7375036008263713,-0.37639197971612054,0,0,0,1,False,1,True,0,1,0,0,0,0
763,3,True,-0.7178742077958281,-0.5025817029254332,0,1,0,0,False,1,True,0,1,0,0,0,0
290,3,False,-0.5644130947569406,-0.4921014439716458,0,0,1,0,False,1,True,0,0,1,0,0,0
190,3,True,0.5098146965152716,-0.48916745442582743,0,0,0,1,False,1,True,0,1,0,0,0,0
483,3,True,1.584042487787484,-0.48606442844527054,0,0,0,1,False,1,True,0,1,0,0,0,0
51,3,True,-1.7153714425485966,0.15058916727371724,0,0,0,1,False,1,False,5,0,0,0,1,0
786,3,True,-0.3342214251986094,-0.5021631365156045,0,0,0,1,False,1,True,0,1,0,0,0,0
325,3,True,-0.10402975564027823,0.7515237544616515,0,0,0,1,False,1,False,10,1,0,0,0,0
818,2,True,0.12616191391805295,0.09659208806730835,0,1,0,0,False,1,False,2,1,0,0,0,0
274,1,True,0.5865452530347154,-0.05039314129185814,3,1,0,0,True,1,False,1,1,0,0,0,0
84,1,True,-0.10402975564027823,0.29975375923790526,0,0,0,1,False,1,True,0,1,0,0,0,0
864,3,False,-0.10402975564027823,0.7515237544616515,0,0,0,1,False,1,False,10,0,1,0,0,0
459,2,False,1.584042487787484,-0.4367621349798729,0,0,0,1,False,1,True,0,0,1,0,0,0
327,3,True,2.4280786095013647,-0.5225380639171209,0,0,0,1,False,1,True,0,1,0,0,0,0
36,1,True,0.970198035631934,0.39835834616870064,0,0,0,1,False,1,False,1,1,0,0,0,0
431,1,True,-0.10402975564027823,-0.11378180431879803,3,0,0,1,True,2,True,0,1,0,0,0,0
460,3,True,-0.10402975564027823,-0.4921014439716458,0,0,1,0,False,1,True,0,1,0,0,0,0
846,3,True,0.970198035631934,-0.49612612098922926,0,0,0,1,False,1,True,0,1,0,0,0,0
558,1,True,-0.10402975564027823,3.9305155137254086,0,1,0,0,False,1,True,0,1,0,0,0,0
632,3,True,1.6607730443069275,-0.5061032953158188,0,0,0,1,False,1,True,0,1,0,0,0,0
226,3,True,-0.5644130947569406,-0.4599040278309779,0,0,0,1,False,1,True,0,1,0,0,0,0
348,3,False,-0.10402975564027823,-0.3240711784875352,0,0,0,1,False,1,False,1,0,0,1,0,0
672,1,True,0.12616191391805295,0.39835834616870064,2,0,0,1,True,1,False,1,1,0,0,0,0
168,3,False,1.2003897051902652,-0.08661523445010953,0,0,0,1,False,1,False,5,0,0,1,0,0
473,2,False,0.2796230269569404,-0.08963374221329712,0,0,0,1,False,1,False,3,0,0,1,0,0
140,1,True,-0.41095198171805314,0.945714420560055,2,1,0,0,True,1,True,0,1,0,0,0,0
301,3,False,-0.10402975564027823,-0.4921014439716458,0,0,1,0,False,1,True,0,0,1,0,0,0
308,1,False,-0.9480658773541593,1.543378957671203,3,1,0,0,True,2,False,1,0,0,0,0,1
185,3,False,-1.9455631121069277,-0.20484012184162445,0,0,0,1,False,1,False,2,0,1,0,0,0
825,3,True,-2.0990242251458153,0.15058916727371724,0,0,0,1,False,1,False,5,0,0,0,1,0
852,3,True,3.4255758442541335,-0.4915983593444479,0,0,0,1,False,1,True,0,1,0,0,0,0
248,2,False,-0.41095198171805314,-0.35626859462820315,0,0,0,1,False,1,False,2,0,0,1,0,0
331,3,False,-0.10402975564027823,-0.18018897510892556,0,0,1,0,False,1,False,2,0,1,0,0,0
727,2,False,0.049431357398609224,-0.2254665915567398,0,0,0,1,False,1,False,3,0,0,1,0,0
338,1,False,0.8934674791124902,2.0585376159218893,5,1,0,0,True,1,True,0,0,1,0,0,0
657,3,True,-0.10402975564027823,-0.48916745442582743,0,0,0,1,False,1,True,0,1,0,0,0,0
766,1,False,1.6607730443069275,0.9207272132963876,4,0,0,1,True,1,False,1,0,0,1,0,0
602,3,True,-0.10402975564027823,-0.48916745442582743,0,0,0,1,False,1,True,0,1,0,0,0,0
676,3,True,-0.8713353208347155,-0.4915983593444479,0,0,0,1,False,1,True,0,1,0,0,0,0
754,3,True,-0.4876825382374969,-0.48916745442582743,0,0,0,1,False,1,True,0,1,0,0,0,0
456,3,True,-0.027299199120834505,-0.48916745442582743,0,1,0,0,False,1,True,0,1,0,0,0,0
433,2,False,0.970198035631934,-0.12484966611715263,0,0,0,1,False,1,False,1,0,0,1,0,0
474,2,False,-0.4876825382374969,-0.37052198828597505,4,1,0,0,True,3,True,0,0,0,1,0,0
659,2,True,-0.4876825382374969,-0.38645367226007926,0,0,0,1,False,1,True,0,1,0,0,0,0
758,2,True,-0.8713353208347155,-0.41663874989195543,0,0,0,1,False,1,True,0,1,0,0,0,0
538,1,False,0.049431357398609224,1.493573579578607,0,1,0,0,False,1,True,0,0,1,0,0,0
402,3,True,-0.2574908686791657,-0.48606442844527054,0,0,0,1,False,1,True,0,1,0,0,0,0
555,3,False,-0.5644130947569406,-0.4915983593444479,0,0,0,1,False,1,True,0,0,1,0,0,0
214,2,True,0.049431357398609224,-0.38645367226007926,0,0,0,1,False,1,True,0,1,0,0,0,0
435,1,True,1.584042487787484,0.47683954801157863,5,0,0,1,True,2,False,1,1,0,0,0,0
609,2,False,-0.5644130947569406,0.18865657484453066,0,1,0,0,False,1,False,3,0,0,1,0,0
32,1,False,-0.10402975564027823,2.3004368033867273,2,1,0,0,True,1,False,1,0,0,1,0,0
279,3,True,-1.7153714425485966,-0.061964087717410646,0,0,1,0,False,1,False,5,0,0,0,1,0
729,2,True,-0.3342214251986094,-0.12484966611715263,0,0,0,1,False,1,False,1,1,0,0,0,0
391,1,True,0.5098146965152716,1.7667485321470864,2,0,0,1,True,4,False,3,1,0,0,0,0
739,3,True,-0.10402975564027823,-0.48916745442582743,0,0,0,1,False,1,True,0,1,0,0,0,0
733,2,True,-0.10402975564027823,-0.6480576784030059,0,0,0,1,False,1,True,0,1,0,0,0,0
204,3,True,1.2387549834499871,-0.5026662211428025,0,1,0,0,False,1,True,0,1,0,0,0,0
373,3,True,-0.7946047643152718,-0.48606442844527054,0,0,0,1,False,1,True,0,1,0,0,0,0
738,1,True,0.4330841399958279,9.661740104981662,2,1,0,0,True,1,True,0,1,0,0,0,0
781,3,False,-1.2549881034319341,-0.5025817029254332,0,1,0,0,False,1,True,0,0,1,0,0,0
617,3,True,0.35635358347638413,-0.3582809331369949,0,0,0,1,False,1,False,2,1,0,0,0,0
136,2,True,-0.4876825382374969,-0.3452852510472178,0,1,0,0,False,1,True,0,1,0,0,0,0
679,3,False,1.0469285921513778,0.29572908222032174,0,0,0,1,False,1,False,7,0,0,1,0,0
745,3,True,0.12616191391805295,-0.4885798515812602,0,0,0,1,False,1,True,0,1,0,0,0,0
772,3,True,1.4305813747485963,-0.49000458724548485,0,0,0,1,False,1,True,0,1,0,0,0,0
621,3,True,-0.18076031215972196,-0.3571902456652297,0,1,0,0,False,1,False,1,1,0,0,0,0
409,3,True,-0.6411436512763844,-0.4915983593444479,0,0,0,1,False,1,True,0,1,0,0,0,0
400,2,False,-0.10402975564027823,-0.3934968570408504,0,0,0,1,False,1,True,0,0,0,1,0,0
875,2,False,-0.10402975564027823,-0.1650964362929875,0,1,0,0,False,1,False,1,0,0,1,0,0
102,3,True,-0.10402975564027823,-0.48916745442582743,0,0,0,1,False,1,True,0,1,0,0,0,0
462,3,True,0.35635358347638413,-0.48606442844527054,0,0,0,1,False,1,True,0,1,0,0,0,0
880,1,False,2.0444258269041464,1.0253688157535583,3,1,0,0,True,1,False,1,0,0,1,0,0
524,1,False,1.1236591486708214,0.5186800902863765,2,1,0,0,True,2,False,1,0,0,1,0,0
586,1,False,-0.8713353208347155,0.9547699438496179,5,0,0,1,True,1,False,2,0,1,0,0,0
437,3,False,-0.6411436512763844,0.043683683994155884,0,0,0,1,False,1,False,4,0,1,0,0,0
213,3,True,-0.5644130947569406,-0.5021631365156045,0,0,0,1,False,1,True,0,1,0,0,0,0
9,3,False,-0.18076031215972196,-0.42401799520369476,0,0,0,1,False,1,False,2,0,0,1,0,0
445,3,True,-0.10402975564027823,-0.4848067168772757,0,0,0,1,False,1,True,0,1,0,0,0,0
109,3,True,0.6632758095541591,-0.48916745442582743,0,0,0,1,False,1,True,0,1,0,0,0,0
767,1,True,-0.10402975564027823,0.1488283710785245,0,1,0,0,False,1,True,0,0,0,0,0,1
508,1,True,-0.10402975564027823,-0.11378180431879803,0,0,0,1,False,1,True,0,1,0,0,0,0
177,3,True,-0.10402975564027823,-0.135581467384539,0,0,0,1,False,1,False,4,0,0,0,1,0
662,3,True,0.8167369225930465,-0.5026662211428025,0,1,0,0,False,1,True,0,1,0,0,0,0
620,2,True,-0.2574908686791657,-0.4367621349798729,0,0,0,1,False,1,True,0,1,0,0,0,0
249,1,True,0.5865452530347154,0.4095107261844245,4,0,0,1,True,2,False,2,1,0,0,0,0
46,3,True,-0.10402975564027823,-0.48606442844527054,0,0,0,1,False,1,True,0,1,0,0,0,0
160,3,True,-0.10402975564027823,0.7515237544616515,0,0,0,1,False,1,False,10,0,0,0,1,0
267,3,True,-1.024796433873603,0.15058916727371724,0,0,0,1,False,1,False,5,1,0,0,0,0
682,1,True,-0.18076031215972196,0.8959935606848286,4,1,0,0,True,1,True,0,1,0,0,0,0
81,3,True,-0.5644130947569406,-0.466947212611749,0,0,0,1,False,1,True,0,1,0,0,0,0
564,3,True,-0.10402975564027823,-0.48606442844527054,0,0,0,1,False,1,True,0,1,0,0,0,0
684,3,True,-1.1782575469124905,0.29572908222032174,0,0,0,1,False,1,False,7,1,0,0,0,0
269,1,False,2.1978869399430336,2.4401273056515236,3,0,0,1,True,2,False,1,0,0,1,0,0
645,3,False,-2.2524853381847025,-0.26051549136436564,0,1,0,0,False,1,False,3,0,1,0,0,0
525,3,True,-0.10402975564027823,-0.5025817029254332,0,1,0,0,False,1,True,0,1,0,0,0,0
666,2,True,0.2028924704374967,0.8310111255589255,0,0,0,1,False,1,False,2,1,0,0,0,0
268,3,True,-0.3342214251986094,-0.4915983593444479,0,0,0,1,False,1,False,1,1,0,0,0,0
98,1,True,-0.4876825382374969,0.6269257910127932,4,1,0,0,True,1,False,1,1,0,0,0,0
813,2,True,0.4330841399958279,-0.4367621349798729,0,0,0,1,False,1,True,0,1,0,0,0,0
403,3,False,-0.6411436512763844,-0.4503454199142171,0,0,0,1,False,1,False,1,0,1,0,0,0
250,2,True,1.8909647138652588,-0.12484966611715263,0,0,0,1,False,1,False,1,0,0,0,0,1
19,3,False,0.12616191391805295,-0.2858367468204921,0,0,0,1,False,1,False,1,0,0,0,0,1
780,1,False,1.0469285921513778,3.6047682176147453,2,0,0,1,True,1,False,1,0,0,1,0,0
62,1,False,0.6632758095541591,0.9618131286303888,2,0,0,0,True,2,True,0,0,1,0,0,0
167,1,False,-0.10402975564027823,0.458728501432453,5,0,0,1,True,2,False,1,0,0,1,0,0
26,3,False,0.6632758095541591,-0.016434928955997467,0,0,0,1,False,1,False,6,0,0,1,0,0
521,1,False,0.049431357398609224,1.233478827317274,2,0,0,1,True,1,True,0,0,1,0,0,0
769,3,True,-0.10402975564027823,-0.1620779285297999,0,0,1,0,False,1,False,1,1,0,0,0,0
72,3,False,-1.024796433873603,0.29572908222032174,0,0,0,1,False,1,False,7,0,1,0,0,0
276,1,False,2.5815397225402523,0.9207272132963876,4,0,0,1,True,1,False,1,0,1,0,0,0
826,3,True,-0.10402975564027823,-0.5082001520419798,0,0,1,0,False,1,True,0,1,0,0,0,0
596,3,True,0.5098146965152716,-0.1620779285297999,0,0,0,1,False,1,False,2,0,0,0,0,1
660,1,True,2.1978869399430336,1.6314187674308418,4,1,0,0,True,1,False,2,1,0,0,0,0
170,3,True,-0.10402975564027823,0.48882906084695993,0,0,0,1,False,1,True,0,1,0,0,0,0
76,3,True,-0.3342214251986094,-0.4941137824804376,6,0,0,1,True,2,True,0,1,0,0,0,0
634,1,True,-0.10402975564027823,-0.6480576784030059,0,0,0,1,False,1,True,0,1,0,0,0,0
641,3,True,-0.7178742077958281,-0.49000458724548485,0,0,0,1,False,1,True,0,1,0,0,0,0
306,1,True,-2.2524853381847025,2.4016413316708816,3,0,0,1,True,3,False,3,0,0,0,1,0
574,3,False,-0.10402975564027823,-0.4921014439716458,0,0,1,0,False,1,True,0,0,1,0,0,0
742,1,True,0.5098146965152716,0.9386712357792837,3,0,0,1,True,1,False,1,1,0,0,0,0
463,1,True,1.3538508182291527,0.1266926474818153,5,0,0,1,True,1,True,0,1,0,0,0,0
883,3,False,-0.5644130947569406,-0.43642607444890463,0,0,0,1,False,1,True,0,0,1,0,0,0
518,3,True,-0.10402975564027823,-0.1620779285297999,0,0,1,0,False,1,True,0,1,0,0,0,0
69,3,False,-0.9480658773541593,-0.4885798515812602,0,0,0,1,False,1,False,6,0,1,0,0,0
585,3,True,-0.10402975564027823,-0.4727326858245253,0,1,0,0,False,1,True,0,1,0,0,0,0
277,3,False,1.2003897051902652,-0.4921014439716458,0,0,0,1,False,1,True,0,0,1,0,0,0
545,1,True,1.584042487787484,1.493573579578607,3,1,0,0,True,1,False,1,1,0,0,0,0
176,3,True,-0.8713353208347155,-0.49000458724548485,0,0,0,1,False,1,False,2,1,0,0,0,0
217,3,False,-0.18076031215972196,-0.4885798515812602,0,0,0,1,False,1,True,0,0,1,0,0,0
363,3,False,1.2003897051902652,-0.3571902456652297,0,1,0,0,False,1,False,1,0,0,1,0,0
849,2,True,-0.10402975564027823,0.01601402949826941,0,0,0,1,False,1,False,1,0,0,0,0,1
829,3,True,-0.10402975564027823,-0.4921014439716458,0,0,1,0,False,1,True,0,1,0,0,0,0
800,3,False,0.049431357398609224,-0.1620779285297999,0,0,0,1,False,1,False,2,0,0,0,0,1
386,2,True,-0.8713353208347155,0.8310111255589255,0,0,0,1,False,1,True,0,1,0,0,0,0
178,1,False,1.584042487787484,-0.07026498406617662,3,1,0,0,True,1,True,0,0,1,0,0,0
203,3,True,0.35635358347638413,-0.5173401935489119,0,0,0,1,False,1,True,0,1,0,0,0,0
796,2,True,0.7400063660736028,-0.38645367226007926,0,0,0,1,False,1,True,0,1,0,0,0,0
816,1,True,-0.10402975564027823,-0.6480576784030059,2,0,0,1,True,1,True,0,1,0,0,0,0
4,1,False,0.4330841399958279,0.4204940697654099,3,0,0,1,True,2,False,1,0,0,1,0,0
264,1,True,0.8167369225930465,-0.6480576784030059,2,0,0,1,True,1,True,0,1,0,0,0,0
464,2,True,1.4305813747485963,-0.38645367226007926,0,0,0,1,False,1,True,0,1,0,0,0,0
522,3,True,-0.5644130947569406,-0.48916745442582743,0,0,0,1,False,1,True,0,1,0,0,0,0
637,3,True,0.2028924704374967,-0.4885798515812602,0,0,0,1,False,1,True,0,1,0,0,0,0
262,3,True,-2.0222936686263715,-0.016434928955997467,0,0,0,1,False,1,False,6,0,0,0,1,0
252,3,False,-0.027299199120834505,-0.4375167619206698,7,0,0,1,True,4,False,2,0,0,1,0,0
94,3,True,-0.2574908686791657,-0.23401903021910472,0,0,0,1,False,1,False,3,1,0,0,0,0
519,2,False,0.5098146965152716,-0.12484966611715263,0,0,0,1,False,1,False,1,0,0,1,0,0
227,2,True,-0.7946047643152718,-0.4367621349798729,0,0,0,1,False,1,True,0,1,0,0,0,0
25,3,False,-1.6386408860291528,-0.223957337675146,0,0,0,1,False,1,False,4,0,1,0,0,0
504,3,False,0.5865452530347154,-0.45512472387259756,0,0,0,1,False,1,True,0,0,1,0,0,0
478,3,True,-0.027299199120834505,-0.5062723317505573,0,0,0,1,False,1,False,1,1,0,0,0,0
686,2,True,-0.3342214251986094,0.18865657484453066,0,1,0,0,False,1,False,3,1,0,0,0,0
201,3,True,-0.10402975564027823,-0.4568855200677903,0,0,0,1,False,1,True,0,0,0,0,0,1
798,3,False,0.12616191391805295,-0.4733202886690925,0,0,0,1,False,1,True,0,0,0,1,0,0
16,2,False,1.9676952703847024,-0.326083516996327,0,0,0,1,False,1,True,0,0,0,1,0,0
258,1,False,0.049431357398609224,1.0926151317018522,2,0,0,1,True,2,True,0,0,1,0,0,0
15,3,False,-1.1782575469124905,-0.49000458724548485,0,0,0,1,False,1,True,0,0,1,0,0,0
334,3,True,-1.024796433873603,-0.2858367468204921,0,0,0,1,False,1,False,2,0,0,0,0,1
230,3,False,-0.10402975564027823,-0.135581467384539,0,0,0,1,False,1,False,4,0,1,0,0,0
406,2,True,0.35635358347638413,-0.2254665915567398,0,0,0,1,False,1,False,1,1,0,0,0,0
540,1,False,-0.5644130947569406,0.3480498834489071,2,1,0,0,True,1,False,2,0,1,0,0,0
871,3,True,-0.2574908686791657,-0.48916745442582743,0,0,0,1,False,1,True,0,1,0,0,0,0
861,3,True,0.8934674791124902,-0.3641509245671404,0,0,0,1,False,1,False,2,1,0,0,0,0
804,3,True,-2.2524853381847025,-0.4766728446247395,0,1,0,0,False,1,False,1,0,0,0,1,0
841,3,True,-0.7178742077958281,-0.4885798515812602,0,0,0,1,False,1,True,0,1,0,0,0,0
789,3,True,-2.175754781665259,-0.23401903021910472,0,0,0,1,False,1,False,3,0,0,0,1,0
830,1,False,2.5048091660208085,0.9618131286303888,2,0,0,0,True,2,True,0,0,0,1,0,0
100,2,True,0.35635358347638413,-0.12484966611715263,0,0,0,1,False,1,False,1,1,0,0,0,0
595,2,True,0.5865452530347154,-0.12484966611715263,0,0,0,1,False,1,False,1,1,0,0,0,0
834,3,True,-0.4876825382374969,-0.49000458724548485,0,0,0,1,False,1,True,0,1,0,0,0,0
718,2,False,-0.18076031215972196,-0.4367621349798729,5,0,0,1,True,3,True,0,0,1,0,0,0
568,3,False,-0.027299199120834505,-0.223957337675146,0,0,0,1,False,1,False,4,0,0,1,0,0
317,2,False,-0.41095198171805314,-0.12484966611715263,0,0,0,1,False,1,False,1,0,0,1,0,0
719,3,True,-0.10402975564027823,-0.3361452095402857,0,0,1,0,False,1,True,0,1,0,0,0,0
272,3,True,-0.3342214251986094,-0.6480576784030059,0,0,0,1,False,1,True,0,1,0,0,0,0
58,3,True,-0.06566447738055638,-0.5025817029254332,0,1,0,0,False,1,True,0,1,0,0,0,0
756,2,True,-2.2524853381847025,-0.35626859462820315,0,0,0,1,False,1,False,2,0,0,0,1,0
790,1,True,1.2771202617097088,0.945714420560055,2,1,0,0,True,1,True,0,1,0,0,0,0
472,3,True,0.6632758095541591,-0.4737388550789211,0,0,0,1,False,1,True,0,1,0,0,0,0
145,2,True,-0.8713353208347155,-0.41663874989195543,0,0,0,1,False,1,True,0,1,0,0,0,0
751,2,False,-1.9455631121069277,-0.18521982138090493,0,0,0,1,False,1,False,2,0,1,0,0,0
888,1,False,-0.7946047643152718,-0.044356125765482896,2,0,0,1,True,1,True,0,0,1,0,0,0
159,3,True,-0.10402975564027823,-0.4737388550789211,0,0,0,1,False,1,True,0,1,0,0,0,0
382,3,False,-2.175754781665259,-0.331281387364536,0,1,0,0,False,1,False,2,0,1,0,0,0
118,2,True,-0.027299199120834505,-0.2254665915567398,0,0,0,1,False,1,False,1,1,0,0,0,0
885,3,True,-0.3342214251986094,-0.506187813533188,0,0,0,1,False,1,True,0,1,0,0,0,0
808,3,False,-0.8713353208347155,-0.4915983593444479,0,0,0,1,False,1,True,0,0,1,0,0,0
318,2,True,1.8909647138652588,-0.3663302871721618,0,0,0,1,False,1,True,0,0,0,0,0,1
89,1,False,-0.4876825382374969,4.644392599719279,3,0,0,1,True,4,False,5,0,1,0,0,0
717,1,False,0.6632758095541591,3.9305155137254086,3,1,0,0,True,1,True,0,0,1,0,0,0
571,2,True,2.5048091660208085,-0.4367621349798729,0,0,0,1,False,1,True,0,1,0,0,0,0
527,2,False,1.584042487787484,-0.4367621349798729,0,0,0,1,False,1,True,0,0,1,0,0,0
383,3,True,0.2028924704374967,-0.4885798515812602,0,0,0,1,False,1,True,0,1,0,0,0,0
275,3,False,-0.10402975564027823,-0.4921014439716458,0,0,1,0,False,1,True,0,0,1,0,0,0
7,1,True,1.8909647138652588,0.39559138071911193,5,0,0,1,True,1,True,0,1,0,0,0,0
794,1,True,-0.10402975564027823,-0.030354274421309974,0,1,0,0,False,1,True,0,1,0,0,0,0
5,3,True,0.4330841399958279,-0.48606442844527054,0,0,0,1,False,1,True,0,1,0,0,0,0
320,1,False,0.8167369225930465,2.0585376159218893,5,1,0,0,True,1,False,2,0,0,1,0,0
41,3,False,0.8167369225930465,-0.4573886046949882,0,0,0,1,False,1,False,1,0,0,1,0,0
418,2,False,-0.8713353208347155,-0.38645367226007926,0,0,0,1,False,1,False,2,0,1,0,0,0
238,2,False,-1.6386408860291528,-0.11981881984517327,0,0,0,1,False,1,False,2,0,1,0,0,0
211,3,True,-0.41095198171805314,-0.506187813533188,0,0,0,1,False,1,True,0,1,0,0,0,0
891,3,True,0.2028924704374967,-0.4921014439716458,0,0,1,0,False,1,True,0,1,0,0,0,0
212,2,False,0.4330841399958279,-0.2254665915567398,0,0,0,1,False,1,True,0,0,1,0,0,0
629,3,True,-0.2574908686791657,-0.48916745442582743,0,0,0,1,False,1,True,0,1,0,0,0,0
2,1,False,0.6632758095541591,0.7864036178345388,3,1,0,0,True,1,False,1,0,0,1,0,0
476,1,True,-0.10402975564027823,0.39835834616870064,1,0,0,1,True,1,True,0,1,0,0,0,0
624,3,True,-0.6411436512763844,-0.49000458724548485,0,0,0,1,False,1,True,0,1,0,0,0,0
837,3,True,-0.6411436512763844,-0.4737388550789211,0,0,0,1,False,1,True,0,1,0,0,0,0
304,2,False,-0.10402975564027823,-0.39953387256722556,5,0,1,0,True,3,True,0,0,1,0,0,0
65,1,True,-0.10402975564027823,-0.09022134505786429,0,1,0,0,False,1,True,0,1,0,0,0,0
725,1,True,-0.18076031215972196,0.4204940697654099,5,0,0,1,True,2,False,1,1,0,0,0,0
429,3,True,-0.10402975564027823,-0.4921014439716458,0,0,1,0,False,1,True,0,1,0,0,0,0
364,3,True,0.4330841399958279,-0.506187813533188,0,0,0,1,False,1,True,0,1,0,0,0,0
312,1,False,-0.8713353208347155,4.631815484039331,2,1,0,0,True,2,False,4,0,1,0,0,0
697,3,True,1.1236591486708214,-0.48606442844527054,0,0,0,1,False,1,True,0,1,0,0,0,0
266,2,True,0.5098146965152716,-0.4367621349798729,0,0,0,1,False,1,True,0,1,0,0,0,0
490,3,True,-1.5619103295097092,-0.3280958555051187,0,0,0,1,False,1,False,2,0,0,0,1,0
99,2,False,0.35635358347638413,-0.18521982138090493,0,0,0,1,False,1,False,1,0,0,1,0,0
858,1,True,1.6607730443069275,-0.11378180431879803,5,0,0,1,True,1,True,0,1,0,0,0,0
698,3,False,-0.10402975564027823,-0.49243750450261403,0,0,1,0,False,1,True,0,0,1,0,0,0
623,3,True,-0.7178742077958281,-0.331281387364536,0,1,0,0,False,1,False,2,1,0,0,0,0
339,3,True,1.2003897051902652,-0.48606442844527054,0,0,0,1,False,1,True,0,1,0,0,0,0
731,1,False,-0.027299199120834505,3.6047682176147453,2,0,0,1,True,2,True,0,0,1,0,0,0
278,2,True,-0.10402975564027823,-0.6480576784030059,0,0,0,1,False,1,True,0,1,0,0,0,0
